title,price,info,composition,usage,precautions,brand,image,description,url,limpiar,tratar,proteger,composition_list,composition_list_standard,id
aceite de ducha eucerin ph5 400ml,s/ 129.90,"['formulado con aceites naturales', 'hidrata la piel', 'protege del resecamiento', 'sustituto del jabón para pieles muy secas', 'nsoc13070-04co']","disodium lauryl, sulfosuccinate, sodium cocoyl, isethionate, cetearyl alcohol, palmitic acid, stearic acid, tapioca starch, aqua, citric acid, cocamidopropyl betaine, sodium citrate, panthenol, glycerin, sodium chloride, octyldodecanol, myristic acid, arachidic acid, oleic acid, parfum, ci 77891",? durante el baño masajea suavemente la piel.? para uso diario.,? uso externo.  ? evite el contacto con los ojos. ? mantener fuera del alcance de los niños.  ? si observa alguna reaccción desfavorable suspenda su uso; en caso que persista consulte con su médico.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/066546L.jpg,"aceite de ducha eucerin ph5, único formulado con aceites naturales para hidratar la piel y protegerla del resecamiento. para pieles secas y sensibles.",https://inkafarma.pe/producto/aceite-de-ducha-eucerin-ph5/066546,True,False,False,"['disodium lauryl', 'sulfosuccinate', 'sodium cocoyl', 'isethionate', 'cetearyl alcohol', 'palmitic acid', 'stearic acid', 'tapioca starch', 'aqua', 'citric acid', 'cocamidopropyl betaine', 'sodium citrate', 'panthenol', 'glycerin', 'sodium chloride', 'octyldodecanol', 'myristic acid', 'arachidic acid', 'oleic acid', 'parfum', 'ci 77891']","['pantenol', 'ácido araquídico', 'sulfosuccinato', 'cocoyl de sodio', 'alcohol ceteárico', 'almidón de tapioca', 'cloruro de sodio', 'ácido cítrico', 'ácido esteárico', 'fragancia', 'ácido palmítico', 'dióxido de titanio', 'isetionato', 'cocoamidopropil betaína', 'ácido oleico', 'lauril disódico', 'glicerina', 'octildodecanol', 'agua', 'ácido mirístico', 'citrato de sodio']",P0068
bálsamo la roche posay cicaplast baume b5+ 40ml,s/ 62.90,"['repara la piel dañada.', 'apto para bebés desde recién nacidos, niños y adultos.', 'eficacia reparadora proabada en 14 indicaciones.', 'nsoc42833-11co']","tribioma prebiotic complex: innovación con eficacia probada para reequilibrar el microbioma de la piel debilitada.5% vitamina b5: refuerza la proliferación de queratinocitos.madecassoside: reduce la inflamación, acelera la riepitelización","aplicar en piel limpia y seca. aplicar generosamente en cuerpo, rostro y labios. evitar el área del contorno de ojos.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067183L.jpg,"bálsamo ultra reparador la roche posay cicaplast baume b5+, calma instantáneamente y acelera el proceso de la reparación de la barrera cutánea.",https://inkafarma.pe/producto/balsamo-reparador-la-roche-posay-cicaplast-40-ml/067183,False,True,False,"['tribioma prebiotic complex', 'acelera la riepitelización']",['tribioma'],P0069
loción hidratante cetaphil pro ac control 118ml,s/ 114.20,"['loción facial hidratante', 'frasco de 118 ml', 'nsoc50662-12co']",fps 30,usar el producto de la siguiente manera:,almacenar en un lugar fresco.,cetaphil,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/008072L.jpg,loción hidratante cetaphil pro ac control fps 30+ te ayuda con la protección y cuidado facial. regula la producción de grasa y controla el brillo.,https://inkafarma.pe/producto/locion-hidratante-cetaphil-pro-ac-fps30-118ml/008072,False,True,False,['fps 30'],[],P0070
la roche posay sérum antioxidante vitamin c10 30ml,s/ 205.90,"['recupera luminosidad de la piel.', 'textura más lisa y uniforme.', 'ayuda a reducir líneas de expresión y arruga.', 'nsoc37930-18pe']","10% concentración de vitamina c pura, ácido salicílico que exfolia la piel permitiendo que se absorba la vitamina c con mas eficiencia,  neurosensina que calma las pieles sensibles, contiene ácido hialuronico que hidrata la piel",aplicar por la mañana en rostro y cuello.  evitar el contorno de los ojos. usar junto con proteccion solar.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/026660L.jpg,"sérum renovador antiarrugas y con vitamina c10, ácido salicílico, neurosensina calmante que ayuda a reafirmar e iluminar la piel. apto para pieles sensibles.",https://inkafarma.pe/producto/serum-antioxidante-la-roche-posay-vitamin-c10/026660,False,True,False,"['concentración de vitamina c pura', 'ácido salicílico que exfolia la piel permitiendo que se absorba la vitamina c con mas eficiencia', 'neurosensina que calma las pieles sensibles', 'contiene ácido hialuronico que hidrata la piel']","['neurosensina', 'ácido hialurónico', 'vitamina c', 'ácido salicílico']",P0071
gel micro-exfoliante effaclar la roche-posay 400ml,s/ 137.90,"['microexfoliante.', 'limpia profundamente las impurezas.', 'elimina el exceso de sebo y desobstruye los poros.', '', 'nsoc97484-19co']","lha , ácido salicílico: realiza una microexfolicación profunda para eliminar el exceso de sebo, piel muerta, zinc: reduce la secreción de sebo, purifica de esta manera la piel, agua termal de la roche-posay: genera efecto calmante, anti irritante","haz espuma en las manos con un poco de agua y aplica en el rostro, masajeando suavemente. aclarar perfectamente.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030190L.jpg,gel micro-exfoliante effaclar la roche-posay ayuda con la limpieza de poros. concede una micro-exfoliación para eliminar las células muertas y el sebo.,https://inkafarma.pe/producto/gel-micro-exfoliante-effaclar-400ml/030190,True,False,False,"['lha', 'ácido salicílico', 'piel muerta', 'zinc', 'purifica de esta manera la piel', 'agua termal de la roche-posay', 'anti irritante']","['lipohidroxiácido', 'agua', 'zinc', 'ácido salicílico']",P0072
glicolic 10% crema 60g,s/ 84.80,"['restaurador cutáneo', 'nsoc9679-94co']","acido glicolico 10%, aha",,"personas hipersensibles al ácido glicólico o a algún componente de la formulación. en los casos en que glicolic crema es aplicado en pieles erosionadas, una leve sensación de ardor puede presentarse debido a la acción propia del ácido glicólico; si esto sucede, suspender su uso mientras se restaura la piel. para uso externo únicamente. almacenar a temperatura ambiente inferior a 30 °c. manténgase fuera del alcance de los niños. evitar el contacto con los ojos. si observa alguna reacción desfavorable, suspenda su uso y consulte al médico.",glicolic,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/924005L.jpg,glicolic 10% crema especialmente diseñado para pieles con problemas de resequedad y ásperas. restaura la suavidad de la piel.,https://inkafarma.pe/producto/glicolic-10-crema/924005,True,False,False,"['acido glicolico', 'aha']","['ácido glicólico', 'alfa-hidroxiácidos']",P0073
30 ampollas piel seca martiderm proteos hydra plus,s/ 377.80,"['hidratante y reafirmante.', 'antioxidante.', 'nsoc56803-22pe']","3% proteoglicanos, 5% vitamina c pura, 1% vitamina f","aplicar diariamente ½ ampolla en cara, cuello y escote mediante un ligero masaje hasta su absorción, sobre la piel limpia y seca, como primer paso del cuidado antiedad.","una vez abierta la ampolla, no se aconseja su aplicación durante más de 2 días. el contenido en ácido ascórbico de la ampolla puede colorear las yemas de los dedos e incluso la ropa de contacto. para evitarlo, deben lavarse bien las manos después de cada aplicación.",martiderm,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072136L.jpg,30 ampollas piel seca martiderm proteos hydra plus. proporcionan una hidratación profunda y duradera. de venta en inkafarma.,https://inkafarma.pe/producto/30-ampollas-piel-seca-martiderm-proteos-hydra-plus/072136,False,True,False,"['proteoglicanos', 'vitamina c pura', 'vitamina f']","['vitamina f', 'vitamina c', 'proteoglicanos']",P0074
protector solar l'oréal anti edad uv fluid inkafarma,s/ 92.90,"['ultra ligero con tecnología netlock.', 'fps 50+ y ácido hialurónico puro.', 'previene líneas de expresión, arrugas y manchas.', 'nsoc49458-21pe']","spf 50 , ácido hialurónico",usar el producto de la siguiente manera:,en caso de notar alguna reacción desfavorable al usar el producto suspenda su uso y consulte a su médico. prueba de alergia imprescindible 48 horas antes de aplicación,loreal paris,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036731L.jpg,protector solar facial l'oréal paris skin care uv fluid fps50+ cuida tu piel de la exposición diaria de los rayos uvb-uva.,https://inkafarma.pe/producto/protector-solar-facial-loreal-paris-skin-care-uv/036731,False,False,True,"['spf 50', 'ácido hialurónico']",['ácido hialurónico'],P0075
crema anti-redness uriage roséliane 40ml,s/ 99.90,"['disimula las rojeces y las uniformiza.', 'ilumina la tez y la protege de los rayos uv.']","agua termal, complejo sk5r, complejo tlr2-regul asociación de plantas, perlas verdes, glicerina, manteca de karité",,cualquier reacción adversa acudir a su médico especialista,uriage,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/029475L.jpg,"crema anti-redness uriage roséliane disimula las rojeces, uniformiza e ilumina la tez y la protege de los rayos uv gracias a su spf 30.",https://inkafarma.pe/producto/crema-anti-redness-uriage-roseliane-40-ml/029475,False,True,False,"['agua termal', 'complejo sk5r', 'complejo tlr2-regul asociación de plantas', 'perlas verdes', 'glicerina', 'manteca de karité']","['glicerina', 'manteca de karité', 'agua']",P0076
agua termal calmante suavizante la roche posay 150ml,s/ 74.90,"['calma y protege la piel.', 'con propieddes antioxidantes.', 'rica en sales minerales y oligoelementos.', 'e-34469-c-pe']","combinación única de minerales, oligoelementos, como el selenio, hacen que el agua termal de la roche posay sea reconocida por sus propiedades calmantes, suavizantes, cientificamente comprobadas",usar después del paso de limpieza sobre la piel limpia o después durante el día. puede rociarse sobre maquillaje.,"recipiente bajo presión de nitrógeno, gas inerte ecológico: puede reventar si se calienta. mantener alejado de fuentes de calor, chispas, llama abierta o superficies calientes. no fumar. no pulverizar sobre una llama u otra fuente de ignición ni cerca de los ojos. no perforar ni quemar, incluso después de usado. proteger de la luz del sol. no exponer a temperaturas superiores a 50°c/122°f. mantener fuera del alcance de los niños no utilizar para un uso distinto para el cual el producto está destinado.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/426068L.jpg,agua termal calmante y suavizante la roche posay. calma la piel sensible e irritada por factores externos y ayuda a prevenir el envejecimiento cutáneo.,https://inkafarma.pe/producto/agua-termal-calmante-y-suavizante-150ml-la-roche-p/426068,False,True,False,"['combinación única de minerales', 'oligoelementos', 'como el selenio', 'hacen que el agua termal de la roche posay sea reconocida por sus propiedades calmantes', 'suavizantes', 'cientificamente comprobadas']","['agua', 'oligoelementos', 'selenio']",P0077
fotoprotector isdin uv mineral brush fps50,s/ 99.90,"['efecto antipolución.', 'protección contra luz azul.', 'filtros 100% minerales.', 'nsoc03034-20co']","mica, titanium dioxide, zinc oxide, dimethicone/vinyl dimethicone crosspolymer, polymethylsilsesquioxane, silica, calcium silicate, triethoxycaprylylsilane, lauroyl lysine, stearic acid, 1,2-hexanediol, caprylyl glycol, benzylidene dimethoxydime-thylindanone ,/- may contain: ci 77492 (iron oxides), ci 77491 (iron oxides), ci 77499 (iron oxides)",usar el producto de la siguiente manera:,"evitar la exposición prolongada de los niños al sol. mantener los bebés y niños pequeños fuera de la luz solar directa. no usar en menores 
de seis (6) meses. para su uso en niños menores de 6 meses, consulte a su médico. en niños menores de 6 meses de edad no se recomienda la exposición al sol. mantener el producto fuera del alcance de los niños. evitar el contacto con ojos y mucosas, puede causar irritación. en caso de contacto con los ojos, lavarlos con abundante agua. evitar respirar el polvo. no permanezca mucho tiempo expuesto al sol, aunque emplee un producto de protección solar. la exposición excesiva al sol es un riesgo importante para la salud. suspender su uso en caso de que se presenten signos de irritación o salpullido. este producto no ofrece ninguna protección contra la insolación. este producto ayuda a prevenir quemaduras solares. no mojar la brocha, ya que el polvo podría mojarse.",isdin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036346L.jpg,fotoprotector isdin uv mineral brush fps 50 protege contra el sol. con activos antipolución que protegen y cuidan la piel frente a los contaminantes.,https://inkafarma.pe/producto/fotoprotector-isdin-uv-mineral-brush-spf50-frasco/036346,False,False,True,"['mica', 'titanium dioxide', 'zinc oxide', 'dimethicone/vinyl dimethicone crosspolymer', 'polymethylsilsesquioxane', 'silica', 'calcium silicate', 'triethoxycaprylylsilane', 'lauroyl lysine', 'stearic acid', '1', '2-hexanediol', 'caprylyl glycol', 'benzylidene dimethoxydime-thylindanone', '/- may contain', 'ci 77491 (iron oxides)', 'ci 77499 (iron oxides)']","['2-hexanodiol', 'óxido de hierro rojo (ci 77491)', 'capriloil glicol', 'óxido de hierro negro (ci 77499)', 'lisina lauroil', 'mica', 'dióxido de titanio', 'sílice', 'ácido esteárico', 'dimetoxidimetilindanona benzilideno', 'polimetilsilsesquioxano', 'óxido de zinc', 'silicato de calcio', 'trietoxicaprililsilano', 'dimeticona']",P0078
eucerin serum antimanchas dermopure triple effect 40ml,s/ 129.90,"['anti-manchas.', 'anti-imperfecciones.', 'anti-brillo.', 'nsoc07495-21co']","aqua, alcohol denat, glycerin, tapioca starch, carbomer, salicylic acid, isobutylamido thiazolyl resorcinol, decylene glycol, glycyrrhiza inflata root extract, panthenol, glucosylrutin, isoquercitrin, ammonium-acryloyldimethyltaurate-vp-copolymer, pantolactone, sodium hydroxide, trisodium edta, citric acid, parfum",usar el producto de la siguiente manera:,uso externo:,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037509L.jpg,"serum antimanchas dermopure triple effect eucerin, con efecto triple: anti-mancas, anti-imperfecciones y anti-brillo. textura ligera y no comedogénica.",https://inkafarma.pe/producto/serum-antimanchas-eucerin-dermopure-triple-effect/037509,False,True,False,"['aqua', 'alcohol denat', 'glycerin', 'tapioca starch', 'carbomer', 'salicylic acid', 'isobutylamido thiazolyl resorcinol', 'decylene glycol', 'glycyrrhiza inflata root extract', 'panthenol', 'glucosylrutin', 'isoquercitrin', 'ammonium-acryloyldimethyltaurate-vp-copolymer', 'pantolactone', 'sodium hydroxide', 'trisodium edta', 'citric acid', 'parfum']","['pantenol', 'glucosilrutina', 'almidón de tapioca', 'resorcinol amido tiazólico isobutilo', 'pantolactona', 'ácido cítrico', 'ácido salicílico', 'edta trisódico', 'glicerina', 'carbómero', 'agua', 'isoquercitrina', 'alcohol denaturado', 'extracto de raíz de glycyrrhiza inflata', 'fragancia', 'hidróxido de sodio', 'glicol decileno', 'copolímero de acrililo dimetiltaurato de amonio-VP']",P0079
la roche posay lipkar gel limpiador piel sensible 400ml,s/ 87.90,"['limpia y nutre la piel directamente desde la ducha.', 'apto para cara y cuerpo.', 'adecuado para el cuerpo cabelludo del bebé y áreas íntimas.', 'contiene un ph neutro para la piel.', 'nsoc22649-15pe']","manteca de karité: un ingrediente clave en todas las fórmulas de lipikar, la manteca de karité es reconocida por su capacidad para restaurar la película hidrolipídica de la piel con lípidos similares a los de la piel, niacinamida: un activo que ayuda a calmar la picazón, restaura la barrera lipídica de la piel",humedecer la piel y aplicar con masajes circulares hasta hacer espuma. enjuagar con abundante agua.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009454L.jpg,"las pieles secas y sensibles sufren de picores e irritación, el gel limpiador lipkar de la roche posay ayuda a limpiar la piel con su fórmula libre de perfume, jabón o parabenos.",https://inkafarma.pe/producto/lipikar-gel-lavant-limpiador-piel-sens-400ml-la-ro/009454,True,False,False,"['manteca de karité', 'la manteca de karité es reconocida por su capacidad para restaurar la película hidrolipídica de la piel con lípidos similares a los de la piel', 'niacinamida', 'restaura la barrera lipídica de la piel']","['manteca de karité', 'niacinamida']",P0080
protector solar bioderma photoderm lait ultra fps50,s/ 145.90,"['muy alta protección para pieles sensibles.', 'apto para bebes y niños.', 'no perfumado.', 'nsoc54537-22pe']","agua, dibutyl adipate, dicaprylyl carbonate, c12-15 alkyl benzoate,diethylhexyl butamido triazone, bis-ethylhexyloxyphenol methoxyphenyl triazine,propanediol, butyl methoxydibenzoylmethane, ethylhexyl triazone, polyglyceryl-6stearate, glycerin, brassica campestris/aleurites fordii oil copolymer, c20-22 alkylphosphate, 1,2-hexanediol, c20-22 alcohols, microcrystalline cellulose, polyglyceryl-6behenate, sodium citrate, xanthan gum, cellulose gum, caprylyl glycol, ectoin, mannitol,xylitol, o-cymen-5-ol, sodium hydroxide, rhamnose, citric acid, tocopherol, diisopropylsebacate, fructooligosaccharides, propylheptyl caprylate, caprylic/capric triglyceride,laminaria ochroleuca extract","aplicar generosamente en cuerpo, rostro y cuello antes de la exposición al sol y repetir la aplicación cada 2 horas y después de transpirar, nadar y secarse.","adultos, niños, embarazadas y bebes a partir de 12 meses. aplicar sobre una piel sana. el exceso de exposición al sol es perjudicial para la salud, incluso con protección solar.",bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/065310L.jpg,protector solar bioderma photoderm lait ultra invisible spf 50+ ofrece una protección optimizada muy alta frente a los rayos uva/uvb.,https://inkafarma.pe/producto/protector-solar-bioderma-photoderm-lait-ultra-spf/065310,False,False,True,"['agua', 'dibutyl adipate', 'dicaprylyl carbonate', 'c12-15 alkyl benzoate', 'diethylhexyl butamido triazone', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'propanediol', 'butyl methoxydibenzoylmethane', 'ethylhexyl triazone', 'polyglyceryl-6stearate', 'glycerin', 'brassica campestris/aleurites fordii oil copolymer', 'c20-22 alkylphosphate', '1', '2-hexanediol', 'c20-22 alcohols', 'microcrystalline cellulose', 'polyglyceryl-6behenate', 'sodium citrate', 'xanthan gum', 'cellulose gum', 'caprylyl glycol', 'ectoin', 'mannitol', 'xylitol', 'o-cymen-5-ol', 'sodium hydroxide', 'rhamnose', 'citric acid', 'tocopherol', 'diisopropylsebacate', 'fructooligosaccharides', 'propylheptyl caprylate', 'caprylic/capric triglyceride', 'laminaria ochroleuca extract']","['extracto de laminaria ochroleuca', 'ramnosa', 'capriloil glicol', 'sebacato de diisopropilo', 'bemotrizinol', 'benzoato de alquilo C12-15', 'goma de celulosa', 'hidróxido de sodio', 'triglicérido caprílico/cáprico', 'caprilato de propilheptilo', 'adipato de dibutilo', 'triazona de etilhexilo', 'copolímero de aceite de brassica campestris/aleurites fordii', 'ácido cítrico', '2-hexanodiol', 'tocoferol', 'ectoína', 'manitol', 'behenato de poliglicerilo-6', 'butamidotriazona dietilhexílica', 'propanodiol', 'carbonato de dicaprililo', 'alquilfosfato C20-22', 'goma xantana', 'estearato de poliglicerilo-6', 'xilitol', 'celulosa microcristalina', 'fructooligosacáridos', 'o-cimen-5-ol', 'glicerina', 'agua', 'avobenzona', 'alcoholes C20-22', 'citrato de sodio']",P0081
bloqueador solar uriage bariésun spf 50+ ultra fluido - inkafarma,s/ 79.90,"['alta protección solar', 'previene el daño celular y el fotoenvejecimiento', 'previene la sequedad de la piel', 'nsoc30995-17pe']","complejo de filtros de la luz azul uva-uvb, patante bariesun, patente telomeres protect, agua termal de uriage, vitamina e, aquaspongines sin perfume, acabado invisible, no pegajoso, no comedogénico,probado bajo control dermatológico","aplicar una cantidad suficiente de producto antes de la exposición al sol. vuelva a aplicarlo con frecuencia, especialmente después de transpirar, nadar o secarse con una toalla.","no exponga a los bebés y niños pequeños directamente al sol. agitar bien antes de usar. aunque esté bien protegido, reduzca la exposición al máximo.",uriage,,,https://inkafarma.pe/producto/bloqueador-uriage-bariesun-ultra-fluido-30-ml/029346,False,False,True,"['complejo de filtros de la luz azul uva-uvb', 'patante bariesun', 'patente telomeres protect', 'agua termal de uriage', 'vitamina e', 'aquaspongines sin perfume', 'acabado invisible', 'no pegajoso', 'no comedogénico', 'probado bajo control dermatológico']","['tocoferol', 'agua', 'espongina']",P0082
spray anthelios invisible spf 50 200 ml,s/ 144.90,"['muy alta protección.', 'acabado no graso, no marcas blancas.', 'muy resistente al agua, sudor, y a la arena.', 'nsoc97954-19co']","sistema de filtros mexoplex, agua termal lrp, glicerina","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/033345L.jpg,"spray anthelios invisible spf 50 200 ml. muy alta protección en una textura invisible. con una fórmula no grasa, no pegajosa.",https://inkafarma.pe/producto/spray-anthelios-invisible-spf-50-200ml/033345,False,False,True,"['sistema de filtros mexoplex', 'agua termal lrp', 'glicerina']","['glicerina', 'agua']",P0083
gel limpiador espumoso facefact ceramide,s/ 54.90,"['adecuado para pieles normales a grasas.', 'ácido hialurónico: humectante que ayuda a conservar y retener la humedad natural de la piel.', '5 ceramides: restaura e hidrata la barrera natural de la piel, ayudando a suavizar y calmar.', 'nsoc63092-24pe']","aqua, sodium lauryl sulfate, sodium chloride, cocamide dea, glycerin, cocamidopropyl betaine, sodium hyaluronate, tocopherol, ceramide ap, ceramide as, ceramide np, ceramide eop, ceramide ns, niacinamide, phenoxyethanol, tetrasodium edta, caprylyl glycol, chlorphenesin, citric acid",aplique sobre la piel húmeda y masajee suavemente antes de enjuagar con agua tibia.,"evitar el contacto con los ojos. si el producto entra en los ojos, aclarar con agua. nsoc63092-24pe",facefacts,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072467L.jpg,gel limpiador espumoso facefact ceramide. ayuda a restaurar la barrera cutánea y protegerla gracias a su fórmula con 5 ceramidas.,https://inkafarma.pe/producto/gel-limpiador-espumoso-facefact-ceramide/072467,True,False,False,"['aqua', 'sodium lauryl sulfate', 'sodium chloride', 'cocamide dea', 'glycerin', 'cocamidopropyl betaine', 'sodium hyaluronate', 'tocopherol', 'ceramide ap', 'ceramide as', 'ceramide np', 'ceramide eop', 'ceramide ns', 'niacinamide', 'phenoxyethanol', 'tetrasodium edta', 'caprylyl glycol', 'chlorphenesin', 'citric acid']","['tocoferol', 'hialuronato de sodio', 'cloruro de sodio', 'fenoxietanol', 'EDTA tetrasódico', 'capriloil glicol', 'ceramida', 'ácido cítrico', 'glicerina', 'niacinamida', 'agua', 'cocoamida DEA', 'clorfenesina', 'cocoamidopropil betaína', 'sulfato de lauril de sodio']",P0084
sérum antiedad vichy collagen specialist 16 liftactiv - inkafarma,s/ 199.90,"['sérum que estimula los colágenos', 'sérum que corrige 16 signos de la edad', 'ayuda la reducción de arrugas y estimula la firmeza de la piel']","aqua, water, eau","por la mañana y por la noche sobre el rostro limpio y seco. aplicar unas gotas del sérum sobre el rostro evitando los párpados. a continuación, aplicar una crema hidratante.",manténgase fuera del alcance de los niños.,vichy,,,https://inkafarma.pe/producto/serum-vichy-collagen-specialist-16-liftactiv/077783,False,True,False,"['aqua', 'water', 'eau']",['agua'],P0085
sérum b3 vichy liftactiv antimanchas y arrugas,s/ 204.50,"['combate la formacion de manchas y exfolia las ya existentes.', 'unifica el tono de la piel y hace que se vea radiante.', 'reduce las arrugas.', 'nsoc09458-21co']","13% activos dermocosméticos antimanchas (5% niacinamida, 8% ácido glicólico, ácidos exfoliantes),  vitamina cg, péptidos pro colágeno","aplicar varias gotas sobre el rostro limpio y seco, por la mañana y por la noche.","evitar el contacto con los ojos y labios. enjuague inmediatamente y a fondo con agua. no utilice sobre piel irritada o dañada, si se produce irritacion deje de utilizarlo.",vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067313L.jpg,"sérum b3 vichy liftactiv antimanchas y arrugas, unifica el tono de la piel y hace que se vea radiante. reduce las arrugas.",https://inkafarma.pe/producto/serum-b3-vichy-liftactiv-antimanchas-y-arrugas/067313,False,True,False,"['activos dermocosméticos antimanchas ( niacinamida', 'ácido glicólico', 'ácidos exfoliantes)', 'vitamina cg', 'péptidos pro colágeno']","['ácido glicólico', 'niacinamida', 'vitamina c', 'péptidos procolágeno']",P0086
fotoprotector isdin fusión water medium spf50,s/ 124.90,"['protector con color', 'todo tipo de piel, incluso piel mixta y piel grasa.', 'absorción inmediata.', 'no deja residuo.', 'no comedogénico y oil free.', 'hipoalergénico: formulado para minimizar el riesgo de alergia.', 'mediterranean alga extract y ácido hialurónico.', 'nsoc61096-23pe']","extracto de alga mediterránea, ácido hialurónico, vitamina e","aplica fusion water magic medium spf 50 generosamente sobre la piel seca media hora antes de la exposición solar. reaplica cada 2 horas y tras transpirar, nadar o secarse con la toalla. al reducir la cantidad de producto se reduce el factor de protección.",uso externo. mantener el producto fuera del alcance de los niños. evitar el contacto con ojos y mucosas.,isdin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/073609L.jpg,"fotoprotector isdin fusión water medium spf50. ofrece alta protección uv y un acabado natural, ideal para proteger e igualar el tono de tu rostro.",https://inkafarma.pe/producto/fotoprotector-isdin-fusion-water-medium-spf50/073609,False,False,True,"['extracto de alga mediterránea', 'ácido hialurónico', 'vitamina e']","['tocoferol', 'ácido hialurónico', 'extracto de alga mediterránea']",P0087
crema facial de día eucerin anti-pigment 50ml,s/ 169.90,"['con ingrediente antimanchas patentado thiamidol.', 'reduce las manchas y áreas de hiper-pigmentación.', 'protección fps 30 frente a los rayos solares uva y uvb.', 'nsoc87293-18co']",isobutylamido thiazolyl resorcinol acrylates-c10-30-alkyl-acrylate-crosspolymer alcohol denat aluminum starch octenylsuccinate aqua bht butylene glycol dicaprylate-dicaprate butylphenyl methylpropional carbomer cetearyl behenate cetyl alcohol dimethicone ethylhexyl methoxycinnamate ethylhexyl triazone ethylhexylglycerin ethylparaben glycerin glyceryl stearate se isopropyl palmitate methylparaben octadecenedioic acid peg-40 castor oil phenoxyethanol phenylbenzimidazole sulfonic acid propylparaben sodium cetearyl sulfate sodium hydroxide tocopheryl acetate trisodium edta,usar el producto de la siguiente manera:,almacenar en un lugar fresco.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025184L.jpg,crema facial de día eucerin anti-pigment reduce las manchas oscuras en la piel y evita su reaparición. con filtro de protección solar fps 30.,https://inkafarma.pe/producto/crema-facial-dia-eucerin-anti-pigment/025184,False,True,False,['isobutylamido thiazolyl resorcinol acrylates-c10-30-alkyl-acrylate-crosspolymer alcohol denat aluminum starch octenylsuccinate aqua bht butylene glycol dicaprylate-dicaprate butylphenyl methylpropional carbomer cetearyl behenate cetyl alcohol dimethicone ethylhexyl methoxycinnamate ethylhexyl triazone ethylhexylglycerin ethylparaben glycerin glyceryl stearate se isopropyl palmitate methylparaben octadecenedioic acid peg-40 castor oil phenoxyethanol phenylbenzimidazole sulfonic acid propylparaben sodium cetearyl sulfate sodium hydroxide tocopheryl acetate trisodium edta'],['dimeticona'],P0088
sérum eucerin hyaluron-filler + 3x effect epigenetic,s/ 224.90,"['ingrediente patentado epicelline, que reactiva los genes de juventud de la piel.', 'con ácido hialurónico y enoloxona.', 'resultados visibles en 4 semanas de uso.', 'nsoc29883-24co.']","antiarrugas, hyaluron, epigenetica, crema, rellenadora, ácido hialurónico, arrugas, crema antiedad, envejecimiento, crema facial, rutina de día, cuidado facial, eucerin",aplicar como primer paso de su rutina de cuidado masajeando suavemente sobre la piel bien limpia. no lo use en el área de los ojos.,"▪ evite el contacto con los ojos.  ▪ este producto no está formulado para su uso en niños.▪ este producto no es un protector solar. ▪ se recomienda a los usuarios que por primera vez usen el producto, que apliquen el mismo en una área pequeña que no sea el rostro para probar la compatibilidad con la piel, por lo menos un día antes de iniciar su uso.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/073090L.jpg,sérum eucerin hyaluron-filler + 3x effect epigenetic. aumenta la firmeza de la piel mientras reduce las arrugas. ingrediente patentado epicelline.,https://inkafarma.pe/producto/serum-eucerin-hyaluron-filler-3x-effect-epigenetic/073090,False,True,False,"['antiarrugas', 'hyaluron', 'epigenetica', 'crema', 'rellenadora', 'ácido hialurónico', 'arrugas', 'crema antiedad', 'envejecimiento', 'crema facial', 'rutina de día', 'cuidado facial', 'eucerin']",['ácido hialurónico'],P0089
