title,price,info,composition,usage,precautions,brand,image,description,url
Crema Bioderma Atoderm Intensive Baume 500ml,S/ 166.90,"['Crema para el cuidado de la piel', 'Restaura la barrera cutánea', 'Frasco de 500 ml', 'NSOC22465']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025942L.jpg,Crema Bioderma Atoderm Intensive Baume alivia la picazón y restaura la barrera cutánea. Ideal para pieles atópicas y muy secas.,https://inkafarma.pe/producto/crema-bioderma-atoderm-intensive-baume-500ml/025942
Sérum Hidratante Cerave con Ácido Hialurónico,S/ 86.90,"['Serum hidratante', 'Deja la piel renovada y suave', 'Restaura la barrera protectora de la piel', 'NSOC29038-24CO']","Ácido HialurónicoVitamina B5 (Pantenol)3 ceramidas esencialesTecnología MVE* ​Hipoalergénico, no comedogénico, libre de fragancias y parabenos​",Presionar el pump hasta que salga el producto​. Aplicar uniformemente en rostro y cuello . Evitar el contorno de los ojos ​,Mantener fuera del alcance de los niños.,CERAVE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072917L.jpg,Sérum Hidratante Cerave con Ácido Hialurónico. Hidrata intensamente y ayuda restaurar y reforzar la barrera protectora de la piel.,https://inkafarma.pe/producto/serum-hidratante-cerave-con-acido-hialuronico/072917
Gel De Ducha Atoderm Bioderma 1000ml,S/ 126.90,"['Purifica la piel.', 'Protege e hidrata la piel.', 'Para pieles normales a secas.', 'NSOC50775-21PE']",Complejo Skink Protect Complex (Vitamina PP+Combinación de azucares). Glicerina+Glucosido de Coco+Oleato de Glicerilo. Sulfato de cobre.,Usar el producto de la siguiente manera:,"Uso para bebés, niños y adultos.",BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037389L.jpg,"Gel De Ducha Atoderm Bioderma te ayuda con la limpieza y cuidado de la piel, es un gel sin jabón que suaviza y protege la epidermis.",https://inkafarma.pe/producto/gel-de-ducha-atoderm-bioderma-frasco-1000ml/037389
Desmaquillante Sensyses Lightening Cleanser 200ml,S/ 85.50,"['Limpia y desmaquilla', 'Elimina impurezas', 'Combate manchas de la piel', 'Frasco de 200 ml', 'NSOC61018-14CO']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,SESDERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010673L.jpg,"Desmaquillante Sensyses Lightening Cleanser para Piel con Manchas limpia y desmaquilla tu rostro, mientras equilibra y repara tu piel.",https://inkafarma.pe/producto/desmaquillante-sensyes-cleanser-lightening-200ml/010673
Protector Solar Eucerin Sensitive Protect FPS50,S/ 119.90,"['Cuidado de la piel.', 'NSOC38422-09B']",,,Mantener fuera del alcance de los niños.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/429265L.jpg,"Protector Solar Facial Eucerin Sensitive Protect para Piel Seca FPS 50+, protege el rostro del sol y quemaduras solares. Protección UV alta.",https://inkafarma.pe/producto/protector-solar-facial-eucerin-sun-creme-fps-50-p/429265
Fotoprotector en Gel Isdin Fusion Sport - Inkafarma,S/ 134.90,"['Textura ultraligera', 'para la actividad física', 'Resistente al sudor', 'Protección celular', 'NSOC62055-23PE']",Ginger Gel Protect,"Aplicar Fusion Gel Sport SPF 50 generosamente sobre la piel media hora antes de la exposición solar. Reaplica cada 2 horas o todas las veces que se consideres necesario, incluso sobre piel húmeda. Al reducir la cantidad de producto aplicada se reduce el factor de protección.",Uso externo. Mantener el producto fuera del alcance de los niños. Evitar el contacto con ojos y mucosas.,ISDIN,,,https://inkafarma.pe/producto/fotoprotector-en-gel-isdin-fusion-sport/077780
Sérum Voluminizador Avène Hyaluron Activ B3,S/ 216.90,['NSOC58023-23PE'],Composición detalladaAVENE THERMAL SPRING WATER (AVENE AQUA). NIACINAMIDE. GLYCERIN. PENTYLENE GLYCOL. SODIUM HYALURONATE. ADENOSINE. CITRIC ACID. SODIUM BENZOATE94% de ingredientes de origen naturalSe aconseja al consumidor que consulte sistemáticamente la composición del producto antes de comprarlo.,"Frecuencia de uso:1 a 2 veces al díaConsejos de uso:Aplicar 1-2 gotas en el rostro, alrededor de los ojos, cuello y escote, por la mañana y/o por la noche, solo o antes de un tratamiento.",,AVÈNE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/069154L.jpg,"Sérum Concentrado Voluminizador Avène Hyaluron Activ B3. Con ácido hialurónico y niacinamida, dos compuestos que actúan sobre la causa del envejecimiento.",https://inkafarma.pe/producto/serum-avene-hyaluron-activ-b3-rellenador/069154
Loción Hidratante Eucerin pH5,S/ 122.90,"['Loción corporal para niños y adultos', 'Para las necesidades especiales de la piel sensible', 'Brinda humectación por 24 horas', 'Hidrata y protege la piel', 'Con dexpantenol y Vitamina E']",Aqua Glicerina Pantenol C15-19 Alkane Cetyl Palmitate Caprylic-Capric-Triglyceride Cetyl Alcohol Hydrogenated Coco-Glycerides Polybutene Glyceryl Stearate SE Citric Acid Sodium Citrate Tocopheryl Acetate Sorbitan Stearate Sodium Cetearyl Sulfate Stearyl Alcohol Dimethicone Carbomer Sodium Hydroxide Tapioca Starch Trisodium EDTA Pentylene Glycol Caprylyl Glycol Phenoxyethanol Benzyl Alcohol BHT Parfum,"▪ Después el baño masajea suavemente tu piel. ▪ Para uso diario, con hasta 24 horas de protección y una piel suave como el terciopelo.",▪ Uso externo.  ▪ Evite el contacto con los ojos. ▪ Mantener fuera del alcance de los niños.  ▪ Si observa alguna reacción desfavorable suspenda su uso; en caso que persista consulte con su médico.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068973L.jpg,Loción Hidratante Eucerin pH5 Piel Seca y Sensible cuenta con una fórmula única que ayuda a restaurar los niveles de pH. Humectación por 24 horas.,https://inkafarma.pe/producto/locion-eucerin-ph5-piel-seca-sensible-400/068973
Bloqueador Solar Sport Gel FPS 50 Non Sun 100g,S/ 29.90,"['Protección UVA y UVB.', 'Bloqueador solar crema gel. No graso.', 'Hipoalergénico.', 'NSOC24975-15PE']","Water, Disodium EDTA, Xanthan gum, Triethanolamine, Phenylbenzimidazole Sulphonic Acid, Tribehenin PEG-20 Esters, Lauryl PEG/PPG-19/18 Methicone, Ethylhexyl Methoxycinnamate, Octocrylene, Butyl Methoxydibenzoylmethane, Titanium Dioxide / Hydrated Silica / Dimethicone / Methicone Copolymer / Aluminum Hydroxide, C12-C15 Alkyl Benzoate, Hexamethyldisiloxane, Cyclopentasiloxane / Cyclohexasiloxane, Alcohol, Acrylates Copolymer, Tapioca Starch, Phenoxyethanol / Methylparaben / Ethylparaben / Propylparaben / Butylparaben.",Usar el producto de la siguiente manera:,Solo para uso externo. Evite el contacto con los ojos. Si se presenta alguna irritación suspenda su uso. Mantener fuera del alcance de los niños.,NONSUN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009801L.jpg,Bloqueador Solar Sport Gel FPS 50 Non Sun protege la piel contra el sol y los daños por los rayos UVA/UVB. Es resistente al sudor.,https://inkafarma.pe/producto/bloqueador-solar-sport-gel-50-nonsun-tubo-100-gr/009801
Fotocorrector La Roche Posay Anthelios Oil Correct,S/ 139.90,"['Fotocorrector en gelcrema.', 'Reduce los poros y corrige imperfecciones.', 'Muy alta protección.', 'Antipolución y antioxidante.', 'NSOC10815-21CO']",Eficacia anti imperfecciones (ácido salicílico + niacinamida + zinc + airlicium) Con tecnología cellox-B3 (Mexoryl XL + Vitamina B3 & E+ Agua termal La Roche Posay),"Aplique abundantemente el producto justo antes de exponerse al sol. Distribuir uniformemente en todo el rostro, cuello y escote. Aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. Renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","Advertencias y Precauciones: La sobreexposición al sol es un peligro para la salud. No permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. Niños y bebés: no se recomienda la exposición directamente al sol. Para menores de 6 meses, consultar al médico.",LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037811L.jpg,Fotocorrector La Roche Posay Anthelios Oil Correct ayuda a proteger y corregir imperfecciones de la piel. Protege frente a la radiación solar.,https://inkafarma.pe/producto/fotocorrector-la-roche-posay-anthelios-oil-correct-frasco-50-ml/037811
Lactibón pH 3.5 Syndet 120g,S/ 36.20,"['Limpiador suave, libre de jabón y restaurador del manto ácido.', 'Registro Sanitario: NSC2001CO3943']",,,Precauciones: Evite el contacto con los ojos; si ocurre enjuague con abundante agua. Si observa alguna reacción desfavorable consulte al médico. Manténgase fuera del alcance de los niños.,LACTIBÓN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/900574L.jpg,"Lactibón pH 3.5 Syndet, es un limpiador suave, libre de jabón y restaurador del manto ácido. Ideal para pieles sensibles.",https://inkafarma.pe/producto/lactibon-ph-3-5-syndet/900574
Fotoprotector Avène Mineral Color SPF 50,S/ 146.30,[],,"Antes de toda exposición solar, aplicar el producto en cantidad suficiente sobre la cara y / o cuerpo. Renovar frecuentemente la aplicación para mantener la protección, sobre todo después de sudar o nadar.",Producto para uso externo. Mantener fuera del alcance de los niños.,AVÈNE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/027444L.jpg,"Fotoprotector Avène Fluido Mineral Color para Piel Sensible SPF 50 con estabilidad y eficacia de larga duración, ofrece protección contra los rayos UVB y UVA.",https://inkafarma.pe/producto/fotoprotector-avene-fluido-mineral-piel-sensible/027444
Fotoprotector Invisible Stick Isdin 50 SPF - Inkafarma,S/ 89.90,"['Alta Protección', 'Invisible y sin brillos', 'Acción antioxidante', 'Resistente al sudor', 'NSOC64687-24PE', '']","Dicaprylyl Carbonate, Dibutyl Adipate, Hydrogenated Castor Oil, Oryza Sativa Cera (Oriza Sativa Rice Bran Wax), Candelilla Cera (Euphorbia Cerifera Wax), Cocoglycerides, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Silica, Butyrospermum Parkii (Shea) Butter, Brassica Campestris (Rapeseed) Sterols, Cetearyl Alcohol, Panthenol, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Seed Extract, Tocopherol, Phaeodactylum Tricornutum Extract, Citric Acid.","Aplica Invisible Stick SPF 50 generosamente sobre la piel seca, treinta minutos antes de la exposición al sol. Reaplicar cada 2 horas y después de sudar, nadar, bañarse o secarse y durante la exposición al sol. Si se aplica una cantidad menor, el factor de protección es menor.",Evitar el contacto con los ojos y las membranas mucosas. Mantener fuera del alcance de los niños. No aplicar sobre piel dañada o irritada. No aplicar sobre heridas abiertas. Evitar el contacto con textiles.,ISDIN,,,https://inkafarma.pe/producto/fotoprotector-invisible-stick-isdin-50-spf/074116
Gel Limpiador Cantabria Labs Biretix para Piel Grasa con Imperfecciones - Inkafarma,S/ 137.90,"['Seborregulador', 'Reduce la proliferación de microorganismos', 'Uso diario', 'NSOC79267-17CO']","BIOPEP-15, Piroctona olamina, Aloe vera, Extracto de Hamamelis virginiana, Extracto de própolis, Extracto de algas.",Aplicar mañana y noche mediante un ligero masaje sobre la piel húmeda. Dejar actuar 1-2 minutos y aclarar con abundante agua.,Uso externo.,BIRETIX,,,https://inkafarma.pe/producto/gel-limpiador-cantabrialabs-biretix-imperfecciones/077585
Pirimed Champú Loción 120ml,S/ 46.50,"['Con acondicionador Piritionato de zinc.', 'Registro Sanitario: NSC 2000CO5540']",PIRITIONATO ZINC 1g,,,PIRIMED,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/143004L.jpg,"Pirimed Champú Loción, Coadyuvante en el tratamiento de la caspa, deja el cabello limpio, flexible y brillante. Cabello sin caspa gracias a Inkafarma.",https://inkafarma.pe/producto/pirimed-champu-locion/143004
Gel Limpiador Biretix para Piel Grasa con Imperfecciones - Inkafarma,S/ 87.90,"['Gel limpiador para pieles grasas con imperfecciones', 'Seborregulador', 'Reduce la proliferación de microorganismos', 'Uso diario.']",BIOPEP-15; Piroctona olamina; Aloe vera; Extracto de Hamamelis virginiana; Extracto de própolis; Extracto de algas.,Aplicar mañana y noche mediante un ligero masaje sobre la piel húmeda. Dejar actuar 1-2 minutos y aclarar con abundante agua.,Uso externo.,BIRETIX,,,https://inkafarma.pe/producto/gel-limpiador-biretix-piel-grasa-imperfecciones/078589
Crema Facial de Noche Eucerin Hyaluron-Filler 50ml,S/ 170.90,"['Anti-arrugas y cuidado facial', 'Piel suave e hidratada', 'Con Saponina de soya, dexpantenol y ácido hialurónico', 'Registro Sanitario: NSEC-1698-07GE']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/427123L.jpg,Protección y cuidado para tu piel con Eucerin Crema Hyaluron-Filler Rellenador de Arrugas. Con ácido hialurónico. Para todo tipo de piel.,https://inkafarma.pe/producto/crema-de-noche-eucerin-hyaluron-filler-rellenador-/427123
Protector Solar Facial Martiderm Anti-Aging 50+,S/ 125.30,"['Previene y reduce los signos visibles del envejecimiento', 'Aporta protección indoor y outdoor', 'Mantiene la piel protegida frente a las radiaciones', 'NSOC41872-19PE']","Filtros Solares, Pro-Retinol encapsulado, Extracto de Cacao, PROTEOGLICANOS, COMPLEJO ÁCIDO HIALURÓNICO & SILICIO.","Aplicar sobre cara, cuello y escote masajeando hasta su total absorción. Aplicar como último paso de cuidado facial diario.","Uso tópico. Mantener fuera del alcance de los niños. Evitar contacto con ojos y mucosas. Conservar en lugar fresco, seco y protegido de la luz.",MARTIDERM,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071845L.jpg,Protector Solar Facial Martiderm Anti-Aging Proteos Screen Spf50+. Es de fácil absorción que previene y ayuda a reparar los signos del fotoenvejecimiento.,https://inkafarma.pe/producto/protector-solar-martiderm-anti-aging-spf50/071845
Photoderm Nude Touch 50+ Bioderma Light Colour,S/ 122.90,"['Regula la cantidad y calidad del sebo producido cada día', 'Oculta las imperfecciones y unifica la textura de la piel.', 'NSOC30812-17PE']",Ácido Salicílico,Usar el producto de la siguiente manera:,Contiene ácido salicílico,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036348L.jpg,"Photoderm Nude Touch 50+ Bioderma Light Colour, brinda una protección muy alta frente a UVA/UVB con un acabado limpio y textura super ligera.",https://inkafarma.pe/producto/photoderm-nude-touch-50-bioderma-light-colour/036348
Pack Rutina Oil Control CeraVe: Limpiador Facial + Gel-Crema Hidratante + Contorno de Ojos - Inkafarma,S/ 182.40,"['Gel Limpiador Espumoso CeraVe Foaming Cleanser: Crema Reparadora Contorno de Ojos CeraVe: Crema en Gel Hidratante CeraVe Control de Grasa:', 'Adecuado para pieles normales a grasas.', 'Limpiador refrescante en forma de gel espumoso.', 'Limpia y elimina la grasa sin alterar la barrera protectora de la piel.', 'Ceramidas: Ayudan a restaurar y mantener la barrera natural de la piel.', 'Ácido hialurónico: Ayuda a retener la humedad natural de la piel.', 'Niacinamida: Ayuda a calmar la piel.', 'NSOC34296-18PE', 'Reduce la apariencia de las ojeras y la hinchazón de los ojos.', 'Fórmula no grasa y de rápida absorción.', 'Adecuada para todo tipo de pieles.', 'Tecnología MVE: Hidratación durante todo el día.', 'Ceramidas: Ayudan a restaurar y mantener la barrera natural de la piel.', 'Ácido hialurónico: Ayuda a retener la humedad natural de la piel.', 'NSOC50739-21PE', 'Tecnología de control de grasa', 'No deja la piel ni demasiado grasa ni demasiado seca.\u200b', 'Tecnología MVE: Liberación controlada para una hidratación durante todo el día.', 'No comedogénico, sin perfume', 'Pieles mixtas a grasas', 'NSOC28541-24CO']","Gel Limpiador Espumoso CeraVe Foaming Cleanser: Agua Purificada, Cocamidopropil Hidroxisultaína, Glicerina, Niacinamida, Ceramida 1, 3, 6-ll",Gel Limpiador Espumoso CeraVe Foaming Cleanser: Aplicar por la mañana y por la noche sobre la piel mojada y masajear. Finalmente retirar con abundante agua.,Gel Limpiador Espumoso CeraVe Foaming Cleanser: Manténgase alejado del alcance de los niños. Si observa alguna reacción desfavorable suspenda su uso. Este producto puede ser irritante si no se usa según lo indicado en el modo de empleo. Evítese el contacto con los ojos.,CERAVE,,,https://inkafarma.pe/producto/pack-rutina-oil-control-cerave/PACKDB501
Eucerin Baby Baño y Sahmpoo Para Piel Sensible 240ml,S/ 89.90,"['Limpieza para la piel y cabello de bebés', 'No irrita los ojos', 'Protege y no deshidrata la piel', 'Frasco de 240 ml', 'NSOC72092-16CO']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/023811L.jpg,"Dale a tu bebé el cuidado que merece con Baño y Shampoo de Eucerin Baby. Una piel delicada y sensible del bebé merece lo mejor.No irrita los ojos, protege y no deshidrata la piel.",https://inkafarma.pe/producto/eucerin-baby-bano-y-shampoo-piel-sensible/023811
Heliocare Ultra Cream SPF 90,S/ 92.00,"['Cuidado de la piel', 'NSOC15977-13PE']",,,Conservar a temperatura inferior a 40°C. Uso externo. Evitar el contacto con ojos y mucosas.,HELIOCARE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/015513L.jpg,Heliocare Ultra Cream SPF 90 con una textura suave en crema que aporta confort a las pieles secas sin dar sensación de pesadez.,https://inkafarma.pe/producto/heliocare-ultra-cream-spf-90/015513
Sérum Anti-imperfecciones Bioderma Sebium,S/ 189.90,"['Anti Imperfecciones:', 'Elimina los granos y poros dilatados.', 'Reduce las marcas por acné.', 'Previene la formación de nuevas marcas.', 'Efecto alisante:', 'Actúa sobre los primeros signos de la edad.', 'Alisa las líneas de expresión.', 'Alta tolerancia:', 'Fórmula suave para pieles sensibles.', 'No irrita ni causa alergias.', 'Piel hidratada por más de 8 horas:', 'Aporta hidratación profunda.', 'Mantiene la piel suave y flexible.']",AQUA/WATER/EAUBUTYLENE GLYCOLGLYCERINPROPANEDIOLACETYL GLUCOSAMINEPENTYLENE GLYCOLSALICYLIC ACIDXANTHAN GUMPOLYSORBATE 20SODIUM CITRATEHYDROLYZED HYALURONIC ACIDMANNITOLSODIUM HYDROXIDEPROPYL GALLATESODIUM METABISULFITEFRAGRANCE (PARFUM)AMINOETHANESULFINIC ACID.,Aplicar unas gotas por la mañana y por la noche sobre el rostro y el cuello con la piel limpia. Sigue los siguientes pasos:PASO 1Limpiar la piel con Sébium Gel Moussant Actif o Sébium Gel moussant.PASO 2Aplicar Sébium Serum por todo el rostro.PASO 3Masajear suavemente hasta su absorción.,En caso de alguna reacción alergica. Consulte con su médico. Evitar el contacto con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071184L.jpg,Sérum Anti-imperfecciones Bioderma Sebium para pieles adultas con tendencia acneica. Actúa sobre las imperfecciones y sobre los primeros signos de la edad.,https://inkafarma.pe/producto/serum-anti-imperfecciones-bioderma-sebium/071184
Crema Corporal Eucerin Reparadora pH5 450ml,S/ 129.90,"['Hidratación y cuidado corporal por 48 horas', 'Con ceramidas', 'Ideal para piele muy seca', 'Registro Sanitario NSOC00130-20CO']",Ceramidas,Usar el producto de la siguiente manera:,Producto de uso externo. Evitar el contacto con los ojos. Mantener fuera del alcance de los niños. Si observa alguna reaccción desfavorable suspenda su uso y consulte con su médico.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030503L.jpg,Crema Corporal Eucerin Advanced Repair pH5 su fórmula enriquecida con ceramidas te brinda humectación por 48 horas. Ideal para piel muy seca.,https://inkafarma.pe/producto/crema-eucerin-advanced-repair-450ml/030503
Loción Emoliente Isdin Nutratopic 400ml,S/ 114.90,"['Hidratación diaria para el control de la piel atópica.', 'NSOC24995-15PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010290L.jpg,"Loción Emoliente Isdin Nutratopic Pro-AMP hidrata en profundidad, ayudando a aliviar el picor y la irritación. Para piel atópica o seca.",https://inkafarma.pe/producto/locion-emoliente-nutratopic-pro-amp-isdin/010290
Gel Shampoo ISDIN Baby Naturals 400ml,S/ 84.90,"['Shampoo para bebes', 'Higiene del cabello y cuerpo', 'Hipoalergénico y no irrita los ojos', 'NSOC47682-21PE']",,,"Es importante secar cuidadosamente todo el cuerpo, especialmente las zonas de difícil acceso, evitar el contacto con ojos y mucosas. Mantener fuera del alcance de los niños. Permitido su uso para menores de 6 años",ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/034573L.jpg,Gel Shampoo ISDIN Baby Naturals ayuda con la higiene diaria de la piel y el cabello del bebé por su fórmula con un 93% de ingredientes de origen natural.,https://inkafarma.pe/producto/gel-shampoo-isdin-baby-naturals-400-ml/034573
Polvo Compacto Tono Arena Isdin FPS 50+,S/ 124.90,"['Maquillaje compacto.', 'NSOC30169-17PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/012248L.jpg,Polvo Compacto Tono Arena Isdin con Fotoprotector 50+ proporciona la sensación de confort ideal para la piel mixta y grasa.,https://inkafarma.pe/producto/polvo-compacto-tono-arena-isdin-con-fotoprotector-/012248
Sérum Vichy Normaderm Probio BHA,S/ 172.50,"['Corrige las imperfecciones, los puntos negros y disminuye el tamaño de los poros.', 'Reduce el exceso de sebo.', 'Renueva la textura de la piel.', 'Acelera la regeneración epidermica.', 'NSOC11021-21CO']","5% de activos exfoliantes (Salicílico + Glicólico), Fracciones Probióticas y agua volcánica de VICHY","Después de limpiar el rostro, aplica 5 gotas en la mano y masajea en el rostro una vez al día, evitando el área de los ojos.Recomendamos utilizar una fotoprotección diaria con un SPF 20 como mínimo. En caso de irritación, espaciar las aplicaciones.",Evita el contacto con los ojos. Evitar la exposicion al sol. En caso de irritacion espaciar las aplicaciones. Mantener fuera del alcance de los niños.,VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067312L.jpg,"Sérum Vichy Normaderm Probio BHA Antimperfecciones, ayuda a reducir el exceso de sebo en pieles mixtas a grasas con imperfecciones.",https://inkafarma.pe/producto/serum-vichy-normaderm-probio-bha-antimperfecciones/067312
Isdin Teen Skin Acniben Limpiador Purificante 150ml,S/ 59.90,"['Cuidado de la piel', 'Registro Sanitario: NS0C28954-PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/016588L.jpg,"Limpiador pruficante Isdin Teen Skin Acniben Purificante para pieles grasas y con tendencia acnéica, limpia la piel a profundidad y elimina el exceso de sebo.",https://inkafarma.pe/producto/acniben-limpiador-purificante-isdin-teen-skin/016588
Ungüento Reparador Eucerin Aquaphor,S/ 41.90,"['2x10ml', 'Suaviza la piel seca y agrietada.', 'Ayuda a acelerar la regeneración de la piel.', 'Para bebés, niños y adultos.', 'Libre de fragancias, alcohol y preservantes.', 'NSOC80508-17CO.']","Paraffinum Liquidum, Cera Microcristallina, Ceresin, Lanolin Alcohol, Panthenol, Glycerin, Bisabolol","Aplicar con la frecuencia que sea necesaria en las áreas afectadas. No utilizar sobre heridas abiertas, sangrantes o húmedas.","Uso externo. Evite el contacto directo con los ojos. Mantener fuera del alcance de los niños. Si observa alguna reacción desfavorable suspeda su uso, en caso persista consulte con su médico. Ideal para actuar sobre las áreas afectadas del cuerpo y rostro.",EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072342L.jpg,Ungüento Reparador Eucerin Aquaphor. Pomada clínicamente probada para acelerar la regeneración de la piel. De venta en Inkafarma Online Peru.,https://inkafarma.pe/producto/unguento-reparador-eucerin-aquaphor-2x10ml/072342
Crema Gel Eucerin Hyaluron Filler Ultra Light,S/ 129.90,"['Facilita a la piel un aumento inmediato de la humedad e hidratación por 72 horas', 'Rellena visiblemente las líneas finas para una piel suave y saludable', 'NSOC14190-22C0']","Aqua, Alcohol Denat., Glycerin, Panthenol, Distarch Phosphate, Sodium Hyaluronate, Cetearyl Isononanoate, Isopropyl Palmitate, Lauroyl Lysine, Squalane, Pantolactone, Tocopherol, Gellan Gum, Carrageenan, Dehydroxanthan Gum, Xanthan Gum, Cetyl Alcohol, Behenyl Alcohol, Citric Acid, Lactic Acid, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Phenoxyethanol, Parfum","Aplicar como primer paso de su rutina de cuidado, masajear suavemente sobre la piel bien limpia y esperar que absorba. No lo use en el área de los ojos.","Uso externo. Si observa alguna reacción desfavorable, suspenda su uso; si persiste, consulte a su médico. Evite el contacto directo con los ojos. Mantener fuera del alcance de los niños y almacenado en un lugar seco y alejado de la luz. La eficacia del producto depende del uso de acuerdo a las condiciones indicadas en el rótulo.",EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/066938L.jpg,"Crema Gel Eucerin Hyaluron Filler Ultra Light, facilita a la piel un aumento inmediato de la humedad e hidratación por 72 horas. Rellena las arrugas.",https://inkafarma.pe/producto/crema-gel-eucerin-hyaluron-filler-ultra-light-50/066938
Isdin Fotoprotector Pediátrico FusionFluid MineralBaby FPS50 50ml,S/ 114.90,"['Fotoprotector solar.', 'Registro Sanitario: NSCO29385-17PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/012236L.jpg,"La piel de tu bebé necesita un cuidado especial, protegelo contra la radiación del sol con ISDIN Fotoprotector Pediátrico BabyFusion MineralFluid.",https://inkafarma.pe/producto/fotoprotector-isdin-pediatrico-baby-fusion-fluido-/012236
Fotoprotector Isdin Hydrolotion FPS 50 200ml,S/ 124.90,"['Apto para piel sensible.', 'Sin alcohol. Con fórmula biodegradable.', 'Resistente al agua.', 'NSOH00012-10PE']","Aqua (Water), Dibutyl Adipate, Isohexadecane, Undecane, Octocrylene, Propanediol, Tridecane, Dicaprylyl Carbonate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, 4-Methylbenzylidene Camphor, Glycerin, Phenylbenzimidazole Sulfonic Acid,   , Sodium Chloride, Phenylpropanol, Parfum (Fragrance), Caprylyl Glycol, Tocopheryl Acetate, Disodium EDTA, Magnesium Aspartate, Zinc Gluconate, Phenoxyethanol, Copper Gluconate, Tocopherol, Linalool, Alpha-Isomethyl Ionone, CI 42090 (Blue 1), Green 6 (CI 61565), Violet 2 (CI 60725).",Usar el producto de la siguiente manera:,Mantenga los bebés y niños fuera de la luz solar directa. Evitar el contacto con ojos y mucosas.  Mantener el producto fuera del alcance de los niños. Evitar vaporizar sobre el rostro. No pulverizar cerca de los ojos ni sobre piel irritada o dañada. Testado dermatológicamente. Apto para piel sensible. No sensibilizante. Resistente al agua. Fórmula biodegradable.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036491L.jpg,Fotoprotector Isdin Hydrolotion FPS 50 es el primer fotoprotector de Isdin oxigena y protege tu piel. Apto para pieles sensibles.,https://inkafarma.pe/producto/fotoprotector-isdin-hydrolotion-spf-50/036491
Gel Bioderma Moussant Atoderm Intensive 500ml,S/ 102.90,"['Gel espumoso para el cuidado de la piel', 'Limpieza diaria', 'Frasco de 500 ml', 'NSOC22285']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025943L.jpg,"Gel Bioderma Moussant Atoderm Intensive. Su fórmula limpiadora y de uso diario es un calmante, purificante y restaurador de lípidos.",https://inkafarma.pe/producto/gel-espumoso-atoderm-intensive-baume-500ml/025943
